z,a,symbol,ordering,"energy [keV]",halflife,spin,"magnetic dipole [nm]","electric quadrupole [b]",reference_standard,method,description,citation_01,doi_01,citation_02,doi_02,citation_03,doi_03,citation_04,doi_04,citation_05,doi_05
10,21,Ne,10,0,stable,3/2+,-0.661797(5),,[2H],MB,"Molecular Beam Magnetic Resonance",1957LA08,10.1103/PhysRev.107.1202,,,,,,,,
10,21,Ne,40,351,"7.1 ps",5/2+,0.49(4),,,RIV/D,"Recoil into Vacuum / Differential method",1978RO10,10.1088/0305-4616/4/3/017,,,,,,,,
10,21,Ne,50,,,,0.70(8),,,RIV/D,"Recoil into Vacuum / Differential method",1977BE30,10.1103/PhysRevC.16.679,,,,,,,,
10,21,Ne,60,,,,0.9(2),,,RIV/D,"Recoil into Vacuum / Differential method",1978AN30,10.1007/BF01021822,,,,,,,,
10,22,Ne,10,1275,"3.6 ps",2+,+0.65(2),,,RIV/D,"Recoil into Vacuum / Differential method",1977HO01,10.1016/0375-9474(77)90286-X,,,,,,,,
10,22,Ne,20,,,,,,,TFL,"Tilted Foil hyperfine field integral perturbed angular correlation",1986AD11,,,,,,,,,
10,22,Ne,40,3357,"225 fs",4+,+2.2(6),,"[22Ne 1275]",TFL,"Tilted Foil hyperfine field integral perturbed angular correlation",1984BA10,10.1103/PhysRevC.29.1163,,,,,,,,
10,23,Ne,10,0,"37.2 s",5/2+,1.0817(9),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2007MaZG,10.1063/1.2750907,,,,,,,,
10,23,Ne,30,,,,-1.077(4),,[21Ne],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",2005GE06,10.1103/PhysRevC.71.064319,,,,,,,,
10,23,Ne,40,,,,-1.08(1),,,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1968DO07,,,,,,,,,
10,23,Ne,50,,,,,0.145(13),[21Ne],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",2005GE06,10.1103/PhysRevC.71.064319,,,,,,,,
10,25,Ne,10,0,"0.60 s",1/2+,-1.0062(5),,[21Ne],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",2005GE06,10.1103/PhysRevC.71.064319,,,,,,,,
11,20,Na,10,0,"0.446 s",2+,+0.3694(2),,[23Na],OP/RD,"Optical Pumping with Radiative Detection",1975SC20,10.1016/0375-9474(75)90571-0,,,,,,,,
11,20,Na,20,,,,,+0.101(8),[23Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009MI04,10.1016/j.physletb.2009.01.006,,,,,,,,
11,20,Na,30,,,,,0.103(8),[27Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009MI04,10.1016/j.physletb.2009.01.006,,,,,,,,
11,20,Na,40,,,,,+0.090(10),"[21Na,27Na]",b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2004MI59,10.1007/s10751-005-9107-2,,,,,,,,
11,20,Na,50,,,,," Q/Q(<sup>21</sup>Na) = 0.728(9) ",[21Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2004MI50,10.1016/j.nuclphysa.2004.09.077,,,,,,,,
11,21,Na,10,0,"22.5 s",3/2+,+2.38630(10),,[23Na],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1965AM01,10.1103/PhysRev.137.B1157,,,,,,,,
11,21,Na,20,,,,,+0.138(11),[23Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009MI04,10.1016/j.physletb.2009.01.006,,,,,,,,
11,21,Na,30,,,,,0.140(11),[27Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009MI04,10.1016/j.physletb.2009.01.006,,,,,,,,
11,21,Na,40,,,,,+0.124(14),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,"10.1007/s100500070117 ",,,,,,,,
11,21,Na,50,,,,,+0.05(4),,ABLS,"Atomic Beam Laser Spectroscopy",1982TO05,10.1103/PhysRevC.25.2756,,,,,,,,
11,21,Na,60,332,"7.1 ps",5/2+,3.7(3),,,RIV/D,"Recoil into Vacuum / Differential method",1977BE30,10.1103/PhysRevC.16.679,,,,,,,,
11,22,Na,10,0,"2.60 y",3+,+1.746(3),,[23Na],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1949DA01,10.1103/PhysRev.76.1068,,,,,,,,
11,22,Na,20,,,,,+0.180(11),[23Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1998GA44,10.1007/s100500050185,,,,,,,,
11,22,Na,30,,,,,+0.185(11),,ABLS,"Atomic Beam Laser Spectroscopy",1998GA44,10.1007/s100500050185,,,,,,,,
11,22,Na,40,583,"243 ns",1+,+0.535(10),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1966SU07,10.1103/PhysRev.151.910,,,,,,,,
11,22,Na,50,,,,+0.523(11),,"[19F 197]",TDPAD,"Time Dependent Perturbed Angular Distribution",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
11,22,Na,60,2211,"14.9 ps",1-,0.36(7),,,RIV/D,"Recoil into Vacuum / Differential method",1976BE06,10.1103/PhysRevC.13.895,,,,,,,,
11,23,Na,10,,,,+2.217522(2),,,AB/D,"Atomic Beam Magnetic Resonance (direct moment measurement)",1974BE50,10.1007/BF01680407,,,,,,,,
11,23,Na,20,,,,+2.2176556(6),,[1H],NMR,"Nuclear Magnetic Resonance",1976FU06,10.1063/1.555544,1954WA37,,,,,,,
11,23,Na,30,,,,,+0.104(1),,O,"Optical Spectroscopy",2008PY02,"10.1080/00268970802018367 ",2006DA14,10.1088/0953-4075/39/14/17,,,,,,
11,23,Na,40,,,,,+0.1045(10),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1999KE12,10.1103/PhysRevA.60.3575,,,,,,,,
11,23,Na,50,,,,,+0.109(3),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1992SU01,10.1103/PhysRevLett.68.927,,,,,,,,
11,23,Na,60,,,,,+0.095(15),,CER,"Coulomb excitation reorientation",1992VO09,10.1016/0375-9474(92)90044-K,,,,,,,,
11,23,Na,70,,,,,+0.104(1),,MS,"Molecular Spectroscopy",1994PY02,10.1016/0009-2614(94)00780-2,,,,,,,,
11,23,Na,80,,,,,"+0.101(2) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983JE09,10.1016/0375-9474(83)90242-7,,,,,,,,
11,24,Na,10,0,"15.0 h",4+,+1.6903(8),,,AB/D,"Atomic Beam Magnetic Resonance (direct moment measurement)",1966CH15,10.1103/PhysRev.150.933,1973COZG,,,,,,,
11,24,Na,20,412,"20.2 ms",1+,-1.931(3),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1980HE08,10.1016/0370-2693(80)90817-5,,,,,,,,
11,25,Na,10,0,"59.1 s",5/2+,+3.683(4),,[23Na],OP/RD,"Optical Pumping with Radiative Detection",1975DE11,10.1007/BF01435750,,,,,,,,
11,25,Na,20,,,,,0.0015(3),[23Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2004OG13,10.1007/s10751-005-9105-4,,,,,,,,
11,25,Na,30,,,,,0.0014(3),[21Na],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2004OG13,10.1007/s10751-005-9105-4,,,,,,,,
11,25,Na,40,,,,,-0.10(5),,ABLS,"Atomic Beam Laser Spectroscopy",1982TO05,10.1103/PhysRevC.25.2756,,,,,,,,
11,26,Na,10,,,,+2.851(2),,[23Na],ABLS,"Atomic Beam Laser Spectroscopy",1978HU12,10.1103/PhysRevC.18.2342,,,,,,,,
11,26,Na,20,,,,,-0.0053(2),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,10.1007/s100500070117,,,,,,,,
11,26,Na,30,,,,,-0.08(5),,ABLS,"Atomic Beam Laser Spectroscopy",1982TO05,10.1103/PhysRevC.25.2756,,,,,,,,
11,27,Na,10,,,,+3.895(5),,[23Na],ABLS,"Atomic Beam Laser Spectroscopy",1978HU12,10.1103/PhysRevC.18.2342,,,,,,,,
11,27,Na,20,,,,,-0.0071(3),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,10.1007/s100500070117,,,,,,,,
11,27,Na,30,,,,,-0.0072(3),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,10.1007/s100500070117,,,,,,,,
11,27,Na,40,,,,,-0.06(5),,ABLS,"Atomic Beam Laser Spectroscopy",1982TO05,10.1103/PhysRevC.25.2756,,,,,,,,
11,27,Na,50,,,,,Q/Q(<sup>26</sup>Na)=1.39(4),,CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",1996KE08,10.1007/BF02150197,,,,,,,,
11,28,Na,10,,,,+2.426(5),,[23Na],ABLS,"Atomic Beam Laser Spectroscopy",1978HU12,10.1103/PhysRevC.18.2342,,,,,,,,
11,28,Na,20,,,,,+0.0389(11),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,10.1007/s100500070117,,,,,,,,
11,28,Na,30,,,,,+0.0395(12),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,10.1007/s100500070117,,,,,,,,
11,28,Na,40,,,,,-0.02(4),,ABLS,"Atomic Beam Laser Spectroscopy",1982TO05,10.1103/PhysRevC.25.2756,,,,,,,,
11,28,Na,50,,,,,Q/Q(<sup>26</sup>Na)=-7.7(2),,CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",1996KE08,10.1007/BF02150197,,,,,,,,
11,29,Na,10,,,,+2.449(8),,[23Na],ABLS,"Atomic Beam Laser Spectroscopy",1978HU12,10.1103/PhysRevC.18.2342,,,,,,,,
11,29,Na,20,,,,,+0.085(3),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,10.1007/s100500070117,,,,,,,,
11,29,Na,30,,,,,+0.086(3),[23Na],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2000KE09,10.1007/s100500070117,,,,,,,,
11,29,Na,40,,,,,-0.03(5),,ABLS,"Atomic Beam Laser Spectroscopy",1982TO05,10.1103/PhysRevC.25.2756,,,,,,,,
11,30,Na,10,,,,+2.083(10),,[23Na],ABLS,"Atomic Beam Laser Spectroscopy",1978HU12,10.1103/PhysRevC.18.2342,,,,,,,,
12,21,Mg,10,0,"122 ms",5/2+,-0.983(7),,[25Mg],CFBLS/b-NMR,"b-NMR Collinear Fast Beam Laser Spectroscopy: NMR with beta detection",2009KR05,10.1016/j.physletb.2009.06.063,,,,,,,,
12,23,Mg,10,,,,0.5364(3),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1993FU06,10.1016/0370-2693(93)90219-8,,,,,,,,
12,23,Mg,20,,,,,0.114(3),,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1999MB13,10.1023/A:1017036009679,,,,,,,,
12,23,Mg,30,,,,,0.125(5),,b-NQR,"Nuclear Quadrupole Resonance with beta detection",1996MAZV,,,,,,,,,
12,24,Mg,10,1369,"1.33 ps",2+,+1.08(3),,,RIV/D,"Recoil into Vacuum / Differential method",2015KU05,10.1103/PhysRevLett.114.062501,2015KUZY,10.1088/1742-6596/590/1/012041,,,,,,
12,24,Mg,30,,,,,-0.29(3),,CER,"Coulomb excitation reorientation",1990GR11,10.1103/PhysRevC.42.R471,,,,,,,,
12,24,Mg,60,,,,,-0.178(13),,CER,"Coulomb excitation reorientation",1979FE05,10.1016/0375-9474(79)90182-9,,,,,,,,
12,24,Mg,70,4123,"22 fs",4+,+1.6(12),,"[24Mg 1369]",TF,"Transient Field integral perturbed angular correlation",1983SP01,10.1016/0375-9474(83)90235-X,,,,,,,,
12,24,Mg,80,4238,"41 fs",2+,+1.2(4),,"[24Mg 1369]",TF,"Transient Field integral perturbed angular correlation",1983SP01,10.1016/0375-9474(83)90235-X,,,,,,,,
12,24,Mg,90,6010,"49 fs",4+,+2.0(16),,"[24Mg 1369]",TF,"Transient Field integral perturbed angular correlation",1984SP03,10.1007/BF01438456,,,,,,,,
12,25,Mg,10,0,stable,5/2+,-0.85545(8),,[14N],NMR,"Nuclear Magnetic Resonance",1951AL11,10.1103/PhysRev.82.105,,,,,,,,
12,25,Mg,20,,,,,+0.199(2),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1991SU13,10.1016/0375-9474(91)90505-Z,,,,,,,,
12,25,Mg,30,,,,,"+0.201(3) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1982WE04,10.1016/0375-9474(82)90046-X,,,,,,,,
12,26,Mg,10,,,,+1.0(3),,"[24Mg 1369]",TF,"Transient Field integral perturbed angular correlation",1981SP04,10.1016/0370-2693(81)90200-8,,,,,,,,
12,26,Mg,20,,,,,-0.21(2),,CER,"Coulomb excitation reorientation",1991HE09,10.1103/PhysRevC.43.2546,,,,,,,,
12,26,Mg,40,,,,,"-0.14(3) or -0.10(3)",,CER,"Coulomb excitation reorientation",1982SP05,10.1016/0375-9474(82)90466-3,,,,,,,,
12,26,Mg,50,,,,,-0.11(6),,CER,"Coulomb excitation reorientation",1977SC36,10.1016/0375-9474(77)90108-7,,,,,,,,
12,27,Mg,10,0,"9.46 m",1/2+,-0.411(2),,[25Mg],CLS,"Resonance Cell Laser Spectroscopy",2008KO05,10.1103/PhysRevC.77.034307,,,,,,,,
13,23,Al,10,0,"446 ms",5/2+,+3.89(22),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2006OZ04,10.1103/PhysRevC.74.021301,,,,,,,,
13,23,Al,20,,,,,"0.16(5) Prelim.",,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009NAZV,,,,,,,,,
13,24,Al,10,426,"130 ms",1+,2.99(9),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2007NI14,10.1007/s10751-008-9687-8,,,,,,,,
13,25,Al,20,,,,,0.24(2),[27Al],b-NQR,"Nuclear Quadrupole Resonance with beta detection",2007MA94,10.1007/s10751-008-9686-9,2007MAZG,10.1063/1.2750907,,,,,,
13,26,Al,10,0,"7&times;10<sup>5</sup> y",5+,+2.804(4),,[27Al],ABLS,"Atomic Beam Laser Spectroscopy",1996CO04,10.1088/0954-3899/22/1/008,,,,,,,,
13,26,Al,30,,,,,+0.27(3),[27Al],ABLS,"Atomic Beam Laser Spectroscopy",1997LE19,10.1088/0954-3899/23/9/015,,,,,,,,
13,27,Al,10,0,stable,5/2+,+3.6415069(7),,[2H],NMR,"Nuclear Magnetic Resonance",1968EP01,,,,,,,,,
13,27,Al,20,,,,,+0.1466(10),,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",2008PY02,"10.1080/00268970802018367 ",1968MA23,,,,,,,
13,27,Al,30,,,,,+0.1402(10),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1992SU01,10.1103/PhysRevLett.68.927,,,,,,,,
13,27,Al,40,,,,,"+0.150(6) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1982WE04,10.1016/0375-9474(82)90046-X,,,,,,,,
13,28,Al,10,,,,3.242(5),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1981MI14,10.1016/0370-2693(81)91075-3,,,,,,,,
13,28,Al,30,,,,,0.175(14),[27Al],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1978ST31,10.1007/BF01021816,,,,,,,,
13,28,Al,40,31,"2.07 ns",2+,+4.3(4),,,IPAC,"Integral Perturbed Angular Correlation",1972HE22,10.1103/PhysRevC.6.878,,,,,,,,
13,30,Al,10,,,,3.010(7),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2005UE01,10.1016/j.physletb.2005.04.037,,,,,,,,
13,31,Al,10,,,,+3.830(5),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2006HI18,10.1016/j.physletb.2006.10.26,,,,,,,,
13,31,Al,20,,,,"(+) 3.79(5)",,,LMR,"Level Mixing Resonance on Oriented Nuclei",2002BO22,10.1016/S0370-2693(02)01867-1,,,,,,,,
13,31,Al,30,,,,,0.1365(23),[27Al],b-NQR,"Nuclear Quadrupole Resonance with beta detection",2016HE09,10.1103/PhysRevC.94.034312,,,,,,,,
13,31,Al,40,,,,,0.1340(16),[27Al],b-NQR,"Nuclear Quadrupole Resonance with beta detection",2009DE25,10.1016/j.physletb.2009.06.043,,,,,,,,
13,31,Al,50,,,,,0.112(32),[27Al],b-NQR,"Nuclear Quadrupole Resonance with beta detection",2009Na03,10.1103/PhysRevC.79.027301,2008Na28,10.1016/j.nimb.2008.05.111,,,,,,
13,32,Al,10,,,,1.952(2),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2006HI18,10.1016/j.physletb.2006.10.26,,,,,,,,
13,32,Al,20,,,,1.959(9),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2005UE01,10.1016/j.physletb.2005.04.037,,,,,,,,
13,32,Al,40,,,,,0.024(2),[27Al],b-NQR,"Nuclear Quadrupole Resonance with beta detection",2007KA68,10.1007/s10751-008-9685-x,,,,,,,,
13,33,Al,10,0,"41.7 ms",(5/2+),+4.088(5),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2006HI18,10.1016/j.physletb.2006.10.26,,,,,,,,
13,33,Al,20,,,,,0.141(3),[27Al],b-NQR,"Nuclear Quadrupole Resonance with beta detection",2016HE09,10.1103/PhysRevC.94.034312,,,,,,,,
13,33,Al,30,,,,,0.132(16),[27Al],b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2012SH22,10.1016/j.physletb.2012.07.030,,,,,,,,
13,34,Al,10,0,"42 ms",4-,(+)2.156(16),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2008HI01,10.1016/j.physletb.2007.11.017,,,,,,,,
14,27,Si,10,0,"4.15 s",5/2+,"(-)0.8652(4) d",,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1998MAZJ,,,,,,,,,
14,27,Si,20,,,,"0.8654(3) d",,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1999MAZK,,,,,,,,,
14,27,Si,30,,,,(-)0.8554(4),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1984HU11,10.1103/PhysRevC.30.1328,,,,,,,,
14,27,Si,40,,,,,0.063(14),"[calc efg]",b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1999MAZK,,,,,,,,,
14,27,Si,50,,,,,0.060(13),,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1999MB13,10.1023/A:1017036009679,,,,,,,,
14,27,Si,60,,,,,"0.061(4) ","[calc efg]",b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1998MAZJ,,,,,,,,,
14,28,Si,10,1779,"0.49 ps",2+,+1.1(2),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1975EB01,10.1016/0375-9474(75)90002-0,,,,,,,,
14,28,Si,30,,,,,+0.18(3),,CER,"Coulomb excitation reorientation",1980BA40,10.1016/0375-9474(80)90454-6,,,,,,,,
14,28,Si,40,,,,,+0.16(3),,CER,"Coulomb excitation reorientation",1980SP09,10.1071/PH800509,,,,,,,,
14,29,Si,10,,,,-0.55529(3),,[2H],NMR,"Nuclear Magnetic Resonance",1953WE51,10.1103/PhysRev.89.923,,,,,,,,
14,30,Si,30,,,,,"-0.05(6) or +0.01(6)",,CER,"Coulomb excitation reorientation",1979FE08,10.1103/PhysRevLett.43.1463,,,,,,,,
14,35,Si,10,0,"0.78 s",7/2-,"(-) 1.638(4)",,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2007NE14,10.1140/epjst/e2007-00291-7,,,,,,,,
15,28,P,10,0,"270 ms",3+,0.312(3),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2010MAZJ,10.1063/1.3442605,,,,,,,,
15,28,P,20,,,,0.309(9),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009ZH52,10.1088/1674-1137/33/S1/69,,,,,,,,
15,28,P,40,,,,,0.137(14),,b-NQR,"Nuclear Quadrupole Resonance with beta detection",2012ZH36,10.1088/0256-307X/29/9/92102,,,,,,,,
15,29,P,10,0,"4.14 s",1/2+,1.2346(3),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009ZH53,10.1088/1674-1137/33/S1/70,,,,,,,,
15,29,P,20,,,,1.2349(3),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1971SUZI,,,,,,,,,
15,31,P,10,,,,+1.13160(3),,[23Na],NMR,"Nuclear Magnetic Resonance",1954WA37,,,,,,,,,
15,31,P,20,1266,"0.52 ps",3/2+,+0.30(8),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1982HO06,10.1016/0375-9474(82)90554-1,,,,,,,,
15,31,P,30,2234,"0.27 ps",5/2+,+2.8(5),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1982HO06,10.1016/0375-9474(82)90554-1,,,,,,,,
15,32,P,10,0,"14.28 d",1+,-0.2524(3),,,ENDOR,"Electron-nuclear Double Resonance",1957FE32,10.1103/PhysRev.107.1462,,,,,,,,
16,31,S,10,0,"2.6 s",1/2+,0.48793(8),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1976MI16,10.1103/PhysRevC.14.2335,,,,,,,,
16,32,S,10,2230,"0.17 ps",2+,+0.9(2),,,TF,"Transient Field integral perturbed angular correlation",2006SP01,10.1016/j.physletb.2005.10.052,,,,,,,,
16,32,S,20,,,,+0.9(2),,,TF,"Transient Field integral perturbed angular correlation",1979ZA01,10.1016/0375-9474(79)90638-9,,,,,,,,
16,32,S,50,,,,,"-0.16(2) or -0.13(2)",,CER,"Coulomb excitation reorientation",1982VE09,10.1016/0375-9474(82)90297-4,,,,,,,,
16,32,S,60,,,,,"-0.18(4) or -0.15(4)",,CER,"Coulomb excitation reorientation",1981DA08,10.1007/BF01412616,,,,,,,,
16,32,S,70,,,,,-0.12(5),,CER,"Coulomb excitation reorientation",1980BA40,10.1016/0375-9474(80)90454-6,,,,,,,,
16,32,S,80,4459,"0.12 ps",4+,+1.6(6),,"[32S 2230]",TF,"Transient Field integral perturbed angular correlation",1988SI14,10.1007/BF01290120,,,,,,,,
16,33,S,10,,,,+0.6438212(14),,[2H],NMR,"Nuclear Magnetic Resonance",1973LU06,,1951DH01,"10.1103/PhysRev.83.845 ",,,,,,
16,33,S,20,,,,,-0.0678(13),,MA,"Microwave Absorption in gases",2008PY02,"10.1080/00268970802018367 ",1954BI40,10.1103/PhysRev.94.1203,,,,,,
16,33,S,30,,,,,"-0.064(10) st",,MA,"Microwave Absorption in gases",1954BI40,10.1103/PhysRev.94.1203,,,,,,,,
16,33,S,40,,,,,-0.084(8),,CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986EL09,,,,,,,,,
16,33,S,50,,,,,-0.0678(13),,MCHF,"Multiconfigurational Hartree Foch calculated efg used to extract Q",1990SU19,10.1103/PhysRevA.42.1160,,,,,,,,
16,34,S,10,2128,"0.32 ps",2+,+1.0(2),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1979ZA01,10.1016/0375-9474(79)90638-9,,,,,,,,
16,34,S,30,,,,,+0.06(4),,CER,"Coulomb excitation reorientation",1980BA40,10.1016/0375-9474(80)90454-6,,,,,,,,
16,35,S,10,0,"87.4 d",3/2+,"+1.00(4) or -1.07(4)",,,MA,"Microwave Absorption in gases",1954BU05,10.1103/PhysRev.93.193,,,,,,,,
16,35,S,20,,,,,+0.0471(9),,MCHF,"Multiconfigurational Hartree Foch calculated efg used to extract Q",2008PY02,"10.1080/00268970802018367 ",1990SU19,10.1103/PhysRevA.42.1160,,,,,,
16,35,S,30,,,,,+0.045(10),,MA,"Microwave Absorption in gases",1954BI40,10.1103/PhysRev.94.1203,,,,,,,,
16,38,S,10,1292,"3.4 ps",2+,+0.26(10),,,TF,"Transient Field integral perturbed angular correlation",2006ST21,10.1103/PhysRevC.74.054307,,,,,,,,
16,40,S,10,904,"14.6 ps",2+,-0.02(12),,,TF,"Transient Field integral perturbed angular correlation",2006ST21,10.1103/PhysRevC.74.054307,,,,,,,,
16,43,S,10,321,"415 ns",7/2-,1.110(14),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2009GA05,10.1103/PhysRevLett.102.092501,,,,,,,,
16,43,S,20,,,,,0.23(3),,TDPAD,"Time Dependent Perturbed Angular Distribution",2012CH16,10.1103/PhysRevLett.108.162501,,,,,,,,
17,32,Cl,10,0,"298 ms",1+,+1.114(6),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2000RO30,10.1103/PhysRevC.62.044312,,,,,,,,
17,33,Cl,10,0,"2.51 s",3/2+,"+0.7549(3) d",,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2004MA98,10.1016/j.nuclphysa.2004.09.075,,,,,,,,
17,33,Cl,20,,,,+0.752(2),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1986RO20,10.1016/0370-2693(86)90755-0,,,,,,,,
17,35,Cl,10,,,,+0.8218743(4),,[2H],NMR,"Nuclear Magnetic Resonance",1972BL07,,,,,,,,,
17,35,Cl,20,,,,,0.0850(11),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",2004AL08,10.1103/PhysRevB.69.125101,,,,,,,,
17,35,Cl,30,,,,,"0.0819(11) a",,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",2000HA64,10.1103/PhysRevB.61.13588,,,,,,,,
17,35,Cl,40,,,,,"-0.817(8) a",,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",2008PY02,"10.1080/00268970802018367 ",1993SU36,10.1016/0375-9474(93)90340-4,,,,,,
17,35,Cl,60,,,,,-0.076(5),,CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986EL09,,,,,,,,,
17,36,Cl,10,0,"3.0&times;10<sup>5</sup> y",2+,+1.28547(5),,[2H],NMR,"Nuclear Magnetic Resonance",1955SO10,10.1103/PhysRev.98.1316,,,,,,,,
17,37,Cl,10,,,,+0.6841236(4),,[2H],NMR,"Nuclear Magnetic Resonance",1972BL07,,,,,,,,,
17,37,Cl,20,,,,,"-0.0644(7) a",,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",2008PY02,"10.1080/00268970802018367 ",1993SU36,10.1016/0375-9474(93)90340-4,,,,,,
17,37,Cl,40,,,,,-0.068(10),,CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986EL09,,,,,,,,,
17,38,Cl,10,0,"37.3 m",2-,2.05(2),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1972LA22,10.1007/BF01395370,,,,,,,,
17,44,Cl,10,0,"0.56 s",(2-),(-)0.5498(4),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2010DE11,10.1103/PhysRevC.81.034308,2011MeZZ,10.1063/1.3628424,,,,,,
